content	genre	release_year	title	country	len_plot
The screenplay is an adaptation of fantasy author Lord Dunsany's My Talks with Dean Spanley a 14chapter novella published in 1936. It is set in Edwardian England. The narrative is called a surreal period comedic tale of canine reincarnation exploring the relationships between father and son and master and dog{{Citation needed}} In the very early 1900s Henslowe Fisk lives beholden to his father the difficult Horatio Fisk. The Fisk family has suffered first the loss of its younger son Harrington Fisk  killed in the Second AngloBoer War shortly followed by the death of Horatio's wife. Fisk Senior is looked after by his house keeper Mrs Brimley who has lost her husband. Fisk Junior reluctlantly visits his father every Thursday. One day trying to entertain his father Fisk Junior brings him to a lecture by a visiting swami about the transmigration of souls that is attended by the new local clergyman Dean Spanley . Later the same day he sees the Dean at his father's club. A chance third meeting leads to an introduction. Fisk Junior is intrigued by the Dean's oddly openminded views on reincarnation and getting beyond the appearance of an affable rather bland clergyman by his weakness for certain peculiar sensations produced by Hungarian Imperial Tokay wine which leads him into a dreamlike state. Working with his clever friend Wrather  an Australian conveyancer Fisk secures a large batch of Tokay and the two entertain the Dean who acts ever more strangely starting to reveal memories of his previous life – as a Welsh Spaniel. These memories are acute and convincing including rich feelings around food and communication with other canines a deep distaste for cats and pigs and the joy of serving his master. As the story unfolds Fisk Junior comes to understand his father's background better and the two draw closer.	fantasy	2008.0	Dean Spanley	"{""/m/0ctw_b"": ""New Zealand"", ""/m/07ssc"": ""United Kingdom""}"	401
Set in Spain 1492 Grand Inquisitor Torquemada leads a bloody reign of terror torturing and killing in the name of religion. Upset with the way the Church is practicing torture Maria speaks out during a public burning and whipping of a titlestripped family. Maria's own beauty leads Torquemada into temptation and brutal atonement. Confused over his desires he accuses Maria of being a witch and to be tortured until confession. During Maria's interrogation Torquemada cannot help but to stare at her naked body leading him to order her put in the prison. Imprisoned Maria is befriended by Esmerelda a confessed witch. Together they struggle to save themselves from the sinister Torquemada. Outside the castle walls Maria's husband Antonio breaks into the castle to rescue his innocent wife. After a failed escape Antonio is imprisoned for his actions and Torquemada decides to test his new machine of pain on him The Pit and the Pendulum.	horror	1991.0	The Pit and the Pendulum	"{""/m/09c7w0"": ""United States of America""}"	207
On the way to meet his former boss railroad tycoon Ben Kimball  Grant McLaine rescues a young boy Joey Adams  from Concho . Ben informs Grant that his payroll has been robbed several times already by a gang led by Whitey Harbin and the Utica Kid . If Ben's workers don't get paid soon they will all leave. Grant accepts the job of taking 10000 to them by train. When the train is held up again Grant hides the money in a shoebox carried by Joey. The ploy works but the young boy turns out to be friends with the Utica Kid who takes him along with him. When the robbers cannot find the money they take Ben's wife Verna to hold for ransom. Concho a member of the gang knocks out Grant for revenge and the train leaves without him. When Grant wakes up he trails the gang to a ghost town. He boldly asks to join up revealing that he is the Kid's older brother . Utica is suspicious of his heretofore honest sibling so Whitey accepts him. Concho tries to shoot Grant unexpectedly but Grant is faster to the draw. Afterwards he tells the Kid where the money is in an attempt to reform his brother. It doesn't work. The Kid gives Grant ten minutes to leave before he tells the gang but Grant calls his bluff. Then railroad employee Will Renner shows up to collect his share of the loot. He had been Whitey's informer. He recognizes Grant as the man assigned to deliver the payroll and a gunfight ensues. Grant Verna and Charlotte Charlie Drew  the Kid's girlfriend are pinned down in a building. Grant sends Verna to safety in a tram but Charlie refuses to leave. Meanwhile the Kid is planning to quietly leave with Joey and the money. However Joey rushes to Grant's side and the Kid reluctantly joins forces with his brother. They kill all the gang members except Whitey. When Whitey sneaks up and shoots at Grant the Kid steps in and takes the bullet and Grant kills Whitey.	western	1957.0	Night Passage	"{""/m/09c7w0"": ""United States of America""}"	458
Steven Jay Russell is on his deathbed recalling the events of his life. He spent his early adult years in Virginia Beach as a police officer. He plays the organ at church has unenthusiastic sex with his wife Debbie  and spends his off hours searching for his biological mother who gave him up as a child. Steven locates his biological mother but she rejects him without explanation. After a car crash Steven leaves his family and previous life behind  and explores the world as his true self – a gay man. He moves to Miami finds a boyfriend  and lives a luxurious lifestyle. To keep himself and his boyfriend in the style to which they have become accustomed Steven becomes a con man. Steven is caught and sent to prison where he falls in love with inmate Phillip Morris . Steven cannot bear to be separated from Phillip. After being released he helps get Phillip freed from prison by posing as a lawyer then attains wealth by fraudulently acquiring a position as chief financial officer of a large company. Steven eventually gets caught embezzling from the company and goes back to prison. Phillip is also sent to jail as an accomplice and angrily tells Steven he never wants to see him again. Months later Phillip learns from another inmate that Steven is dying of AIDS. Heartbroken Phillip calls Steven while he is in the infirmary and confesses that while he is still upset with Steven for lying to him he still loves him. Phillip is later told that Steven has died. Sometime later Phillip is taken to meet with his lawyer and finds Steven waiting for him. Steven describes how he faked having AIDS and dying in order to see Phillip again and promises to never lie to him again. He runs one last con to break Phillip out of jail only to be caught when he runs into an old coworker. The end of the movie explains that the reallife Phillip Morris was released from jail in 2006 but Steven is still imprisoned on 23hour lockup only having one free hour a day to shower and exercise. The last scene shows Steven laughing joyfully while running across the prison yard guards in pursuit in another attempt to be with Phillip.	romance	2009.0	I Love You Phillip Morris	"{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}"	453
Audrey Tautou plays shop assistant Irène who on the way to work takes a seat on the Paris metro opposite an older woman who tries to interview her for a marketing survey. On hearing that Irène's birthdate is 11 March 1977 the woman reads her horoscope  today she'll meet her true love but she must be patient. After she leaves the metro a young man sitting alongside tells the older woman he was born on the same day and asks her to read the rest of the horoscope. The film then traces a range of characters of diverse ages ethnicities and social status whose daily lives intersect with Irène and Faudel's in a variety of ways and come together at the end of the day. Seemingly trivial events—such as the throwing of stones or a shoe the theft of a coffeemaker a pigeon's consumption of a macaroon—determine the decisions and lives of the many characters.	romance	2000.0	The Beating of the Butterfly's Wings	"{""/m/0f8l9c"": ""France""}"	200
The storyline revolves around Lou Gehrig playing himself who decides to give up baseball in New York for the life of a western cattle rancher. Once at the ranch Gehrig encounters a protection racket preying on the ranchers by extortion and violence. He teams up with a crusading local attorney to fight the crooks and ultimately put them in jail. In the opening scene Lou Gehrig is surrounded by a group of reporters at Grand Central Terminal in New York City where he is about to take a train to his sister's ranch out west in Rawhide. Proclaiming that he is through with baseball he tells the sceptical newsmen that he wants the peace and quiet of the cowboy life. An unscrupulous interloper Ed Saunders and his henchmen have seized control of the local Ranchers Protective Association by subterfuge and are using it as a front to extort outrageous association fees from the local ranchers resorting to violence and bribery. After Gehrig refuses to pay one of his ranch hands is shot by one of the crooks. Gehrig storms into the local saloon to confront Saunders and his gang. When a barroom brawl ensues the attorney joins in the fight as Gehrig hurls billiard balls at the criminals. The movie eventually reaches a climax in the obligatory western film chase scene when Gehrig and the other ranchers form a posse to chase the fleeing Saunders gang and put them in jail. The film has several musical interludes. Ballew sings When a Cowboy Goes to Town by Albert von Tilzer . Other songs credited are Cowboy's Life by Charles Rosoff Drifting also by von Tilzer and That Old Washboard Band by Norman Phelps.	western	1938.0	Rawhide	"{""/m/09c7w0"": ""United States of America""}"	364
The film shows a scene of a girl being kidnapped from a charity plane by Vietnamese rebels in Vietnam. Then we are taken to the United States to a detention center in Los Angeles where the warden of the center and 6 of the toughest prisoners are hired to rescue the girl whose name is Gabrielle Presscott daughter of Jameson Prescott CEO and billionaire. Warden Toliver and prisoners Butts and Monster  Lopez and Vasquez  and Brophy and Lamb . The group travels to Vietnam with three days to rescue Gabrielle spending one day to train and the rest of the days to find her. After winning a battle the group spends the night at a village brothel and has a small celebration with Brophy sneaking away into the night. The group awakens to find the rebels with Brophy as a hostage and asking the villagers to hand over the rest of the Americans. The group decides to attempt a rescue for Brophy and are successful but not without Lopez and Monster both falling to their deaths. The group runs away into the jungle and is tiredly marching along when Lamb steps on a landmine. While Toliver is trying to disarm the mine some rebels are slowly getting nearer and nearer to the group. Brophy once again sneaks away but sacrifices himself bringing another death to the group. Toliver and his men finally arrive at the rebel base camp with Toliver combing the camp for Gabrielle. After he finds her he returns to the others and hands each of them a set of explosives to be detonated by a timer. After setting all of the charges the group is found out and a battle ensues. The group kills scores of rebels but there is no apparent end in sight forcing the group to retreat. The group is driving away in a stolen armored truck when a missile explodes inches away from the truck. The rebel leader has taken a chopper and followed the band of soldiers. But Butts had secretly put a charge in the chopper back at the base and detonates it killing the rebel leader. The group heads home and the camera shows a chopper flying away into the Vietnamese sunset.	thriller	1995.0	Soldier Boyz	"{""/m/09c7w0"": ""United States of America""}"	437
Tommy is the son of a Mafia hitman who after his father is killed by a rival moves with his younger brother to live with his aunt uncle and counsin in Philadelphia. The sole member of his family who is not involved in crime Tommy joins the Marines and fights in Operation Desert Storm. Becoming disillusioned when the conflict ended with Saddam Hussein still in power. and disenchanted with military service Tommy assaults an MP and steals a colonel's Jeep. Arrested when the jeep runs out of gas the movie opens with Tommy in the brig at a US Marine base. An FBI agent coerces Tommy into infiltrating the family business. The agent tells Tommy that he can protect his brother and cousin if he'll get evidence against the Sicilian mob trying to take over the heroin trade in the US. Tommy is instructed to wear a wire to record negotiations between his cousin and gang leader Joey Marcucci and Mafia boss Luciano Reggio. Tommy tries to get incriminating evidence against Reggio while protecting his cousin and younger brother in their fledgling attempts to become 'goodfellas'. His efforts to strike a balance between his family loyalties and the FBI's need for evidence take up most of the film's bulk.	thriller	2006.0	10th & Wolf	"{""/m/09c7w0"": ""United States of America""}"	262
The main story concerns an innocent young man NureDin  who comes to fall in love with a slave girl Zumurrud  who selected him as her master. After a foolish error of his causes her to be abducted he travels in search of her. Meanwhile Zumurrud manages to escape and disguised as a man comes to a faraway kingdom where she becomes king. Various other travellers who recount their own tragic and romantic experiences include stories of a young man who becomes enraptured by a mysterious woman on his wedding day and a man who is determined to free a woman from a demon . Interwoven are NureDin's continuous search for Zumurrud and hisnbsp– mostly eroticnbsp– adventures. In the end he arrives at the faraway kingdom and is finally reunited with Zumurrud. The tales contain abundant nudity sex and slapstick humor.	fantasy	1974.0	Arabian Nights	"{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}"	203
Hercules saves a woman named Telca from a lion and arrives in triumph in her village. Telca's father King Tedaeo offers Hercules Telca's hand in marriage if he brings back the tooth of a dragon. Hercules seeks help from a witch who gives him a spear that will kill the dragon but wants the same tooth as her reward. As Hercules has promised the tooth to King Tedaeo the witch warns him that the magic of the tooth will only work once. In Hercules' absence Telca's village has been pillaged with all the survivors save Babar the comedy relief are taken as prisoners to the Demulus a tribe that lives inside a mountain and eats the hearts of their prisoners.	fantasy		Hercules the Invincible	"{""/m/03rjj"": ""Italy""}"	145
Raju Malhotra and Rajan Malhotra study in the same college but are poles apart in everything. While Raju is a brat poor in studies but good in sports Rajan is a brilliant student but a zero in extracurricular activities. The college they study in has a new and strict principal Mr. Awasthi who wants to transform this illreputed college into a most flocked one. Hence he divides the students according to their merit. So while Raju is fit for C section for poorly faring students Rajan easily gets access to the A section with his 90 marks. But Raju falls for a girl in Asection and hence swaps his place with a hesitant Rajan who enters Csection for the first time in his life. Mr. Awasthi comes to know of this and decides to teach them a lesson by sending their names to a quiz and dance competition. So now geeky Rajan will have to dance while brat Raju will have to answer question hurled at him. What will Raju and Rajan do Will they accept the challenge or just scoot off	romance	2007.0	Good Boy, Bad Boy	"{""/m/03rk0"": ""India""}"	242
To forget the tragedy Lambert heads to South America . Heading there as well is singer Clare Shepperd using the alias Clare Sinclair . She's running away as well—not from her memories—but from her boyfriend Vic Spilato a vicious gangster who just had his bookkeeper Edward Dawson murdered and is under investigation by the U.S. Senate. Lambert takes up fighting once again and as he prepares to fight his southoftheborder challenger named Rivera Shepperd seeks out her boss a bar owner named Felipe and sells him a valuable pair of earrings. She then watches as Lambert wins the match. Newly arrived to South America is Cappy Gordon  Spilato's coldblooded buttonman looking for Clare. When he finds her he expresses his love and tells her that he'll spare her life if she runs off with him. Instead Clare jets and heads for Felipe's bar. By threatening to expose Felipe to Cappy Clare convinces him to persuade Lambert to meet her at the secluded Posado de Don Pascual. There Clare encourages Lambert's romantic interest but does not tell him about Cappy nor Spilato. They take a tramway to La Cumbre an isolated mountaintop village and the couple enjoy a stroll through the town unaware that Cappy knows their whereabouts. They watch a sexually provocative dance performed by a young man and woman whose older husband Vasco drags her off in a jealous rage and kills her. Upset by the event Clare and Lambert head toward the hotel where they spend the night and in the moonlight he kisses her. Lambert reveals that he's aware of Spilato and Clare confesses that she's attracted to him but isn't free of her past. The climax of the movie takes place on an aerial cable car high above a deep abyss which malfunctions midway through its journey threatening to send Lambert Shepperd and Gordon smashing into the rocks below.	thriller	1953.0	Second Chance	"{""/m/09c7w0"": ""United States of America""}"	416
Compulsive gambler Sir Giles Staverley is tricked into gambling away his home by his old adversary Lord Harry Wrotham. As Staverley is distraught and desperate Wrotham gives him one last chance  he will gamble everything Staverley has lost against Staverley's daughter's hand in marriage and her trust fund of 80000 guineas. Staverley agrees and loses once again but unable to face his daughter Serena he kills himself. Lord Justin Vulcan a notoriously cool clearheaded gambler challenges Wrotham for the house and the girl and much to Wrotham's disgust wins. Justin now finds himself in possession of the house and Serena but has no idea of what to do with them. After meeting Serena and realising that she is much younger and more attractive than he had imagined he installs her as a guest at Mandrake his family home despite the opposition of Justin's mother Lady Harriet Vulcan. As Lady Vulcan attempts to marry Serena off to anyone except her son Serena and Justin become friends and he teaches her about Mandrake the home he loves. A crisis forces Serena and Justin to confront their feelings for each other. Can the course of true love run smoothly for them	romance	1987.0	A Hazard of Hearts	"{""/m/07ssc"": ""United Kingdom""}"	266
The film starts with Negaal a former kickboxer who founded an organization that promotes other kickboxers who pay with their lives if they refuse to join ordering his men to kill David Sloan for refusing to accept an invitation from them. Days later Johnny Styles wins the American kickboxing championship and is approached by Negaals men for an invitation but Matt Reeves Johnnys friend and teacher becomes suspicious about it. That night Johnny is murdered by Negaal's men but not without Reeves arriving and beating them. Now wanting revenge Matt Reeves travels to South Africa to chase after Negaal himself and joins a fighter Paul Croft who Negaal ordered to kill Reeves but disobeyed. In South Africa they encounter and fight Negaals men in a cat and mouse game throughout the film going to prison in a trap set up by one of Negaals henchmen and escaping it heading to Crofts home. Meanwhile Negaal recruits more fighters into his organization with himself fighting and killing the German champion when he refused to join and killing one of his own men for failing to get Reeves. Reeves Croft and Croft's sister arrive in Negaals mansion during the organizations inauguration party and they expose to the public Negaals true intentions and crimes. Matt Reeves fights his way to Negaal himself who is waiting at his office and the two men fight a duel to the death with Reeves defeating and killing him.	thriller	1995.0	Redemption: Kickboxer 5	"{""/m/09c7w0"": ""United States of America""}"	324
Altered is the story of four men who seek revenge on aliens that abducted them and murdered their friend many years ago. As is explained via dialogue throughout the film fifteen years before the events shown in the film a group of five fifteenyearold friends living in a remote American town were captured and experimented on by aliens while on a hunting trip. Only four of the friends returned alive. The main character has since distanced himself from his childhood friends and is shown to have decided to live with the past albeit in apparent constant paranoia. Two of the remaining three characters however have been obsessed by revenge and have persuaded the remaining somewhat leadable character that this is the correct course of action to take. The story opens with the tracking and subsequent capture of a lone alien  the consequences of which Wyatt and the three friends soon become deeply involved in.	horror	2006.0	Altered	"{""/m/09c7w0"": ""United States of America""}"	174
A young medical student Bill Carver has been sent to prison for a crime he didn't commit. He ecapes and hides out in a small town in Arizona where he finds a new life and falls for a local girl. His new life is turned upsidedown one day when gangster Joe Mallon and four of his men show up in townMallon was the man responsible for Bill being sent to prison in the first place and now he's on the lam. He forces Bill to take him and his gang through the desert to escape the law.	western	1940.0	Marked Men	"{""/m/09c7w0"": ""United States of America""}"	117
In the not too distant future society has levied laws against smoking and forced citizens to live in a certain part of town called the SMOKING SECTION if one wants to smoke cigarettes. After crossing the line into the smoking ghetto Cigarettes now cost 63.49 a pack and are sold on the street corners and underground bars. The unnamed heroine of the film works in the Vice Club an abandoned 1930s era cigarette factory turned club where a once iconic emblem of a giant cigarette tipping over into a giant ashtray now sits atop the factory coated with rust like a cancer. Occasionally still tilting into the astray if the wind is strong enough the giant cigarette squeaks like a siren going throughout the city. We find the heroine after her grandmother is hospitalized with emphysema the Cigarette Girl attempts to break her addiction to nicotine while also escaping the clutches of her employers the mobassociated operators of the smoker hangout the Vice Club. Deciding to start packing a pistol along with her packs of cigarettes the Cigarette Girl becomes an angel of death when she stops smoking and starts killing on the third day to alleviate her acute psychological withdrawal manifested primarily by the ghost of a cowboy who is always on her back to keep smoking. The film's tag line She'd kill for a smoke.	fantasy	2009.0	Cigarette Girl	"{""/m/09c7w0"": ""United States of America""}"	278
Shroff plays Ranbir Saigal and Chaudry plays Anjali a happily married couple who find themselves in trouble when visited by an escapee from a mental asylum Ria Deshmukh . SOUNDTRACK The music of Dobara was composed by Anu Malik and all lyrics were penned by Javed Akhter. It is one of the melodious music of 2004. Tracklisting 1. mujhse kyun  alka yagnik 2. gunja hua  alka yagnik 3. humnasheen alisha cinoy anu malik 4. pyaar mere nu  jasbeer jassi 5. Tum abhi  hariharan 6. Tum abhi  alka yagnik	romance	2004.0	Dobara	"{""/m/03rk0"": ""India""}"	173
The film opens in a town on the Mexican border. A poker game is going on in the local saloon. One of the players cheats and is shot dead by another of the players a Mexican named Pedro. In the uproar that follows Pedro is wounded as he escapes from the saloon. The sheriff is called who tracks Pedro to his home but Pedro kills the sherriff too. While Pedro hides his wife Juanita is arrested on suspicion of murdering the sheriff. Pedro rescues her from the town jail and the two head for the Mexican border. Caught by the posse before they reach the border Juanita is killed and the film ends with Pedro being arrested and taken back to town.	western	1908.0	The Fight for Freedom	American	145
Though the film is presumed lost a synopsis survives in The Moving Picture World from October 15 1910. It states Captain John Smith comes to America as the head of a band of English colonists and settles in Jamestown Virginia. While at the head of the colony Smith makes a trip of exploration into the interior and is captured there by King Powhatan the acknowledged head of all of the red men in Virginia. Powhatan orders his prisoner's execution. Just as the fatal club is about to descend Pocahontas the favorite daughter of the King throws herself before her father. She begs so fervently that the white man's life be spared that Powhatan relents and orders his release. Captain Smith returns in safety to his friends. Later Pocahontas is taken prisoner by the English and held as hostage. While a prisoner she is converted to Christianity and falls in love with Rolfe a handsome young Englishman. They are married in a rude little church at Jamestown and the Indian princess sails away with her husband to England. There she is received with royal honors by King James I but the foreign flower cannot stand transplanting. She soon sickens and dies and in her last hours is visited by visions of the home in the wilderness that she would fly back to if she could.	fantasy	1910.0	Pocahontas	American	278
Dr. Henry Jekyll  sends a note to his fiancée Alice  and her father  to say that instead of accompanying them to the opera he must give more time to his charity patients. At Jekylls practice his friends Dr. Lanyon  and Utterson  a lawyer ridicule him for what they consider his dangerous research. Alice and her father also visit Jekylls rooms but although apologetic the doctor insists on devoting his time to his patients. That night however Jekyll undertakes a dangerous experiment swallowing a drug intended to releases his evil self. His body convulses and he transforms into a hunched twisted figure. The strange creature emerges from Jekylls room bearing a note in Jekylls handwriting that orders the household staff to treat the stranger – “Mr Hyde” – as himself. Hyde then slips out into the night terrorising the patrons of a nearby tavern before finding himself lodgings. From these rooms he begins a career of evil until one night he attacks and injures a crippled child. Outraged witnesses corner Hyde and force him to agree to compensate the boy. Hyde reluctantly leads one man back to Jekylls house and gives him money. During this passage of events a worried Dr. Utterson sees Hyde entering Jekylls house. Inside Hyde takes a potion that transforms him back to Jekyll. The doctor swears that he will abandon his experiments and never tempt fate again but that night without taking the drug he turns spontaneously into Hyde.	horror	1913.0	Dr. Jekyll and Mr. Hyde	American	366
A young man  falls in love with a beautiful woman  but is prevented by his uncle  from pursuing her. Tormented by visions of death and suffering and deciding that murder is the way of things the young man kills his uncle and builds a wall to hide the body. The young man's torment continues this time caused by guilt over murdering his uncle and he becomes sensitive to slight noises like the tapping of a shoe or the crying of a bird. The ghost of his uncle begins appearing to him and as he gradually loses his grip on reality the police figure out what he has done and chase him down. In the ending sequence we learn that the experience was all a dream and that his uncle is really alive.	horror	1914.0	The Avenging Conscience	American	171
A hard working miner Steve Denton  has become rich from years of prospecting. He takes his fortune and leaves to visit his ill mother Mrs. Denton . In the town of Yellow Ridge however he is detained by a seductive dance hall girl named Trixie . Also known as the firefly Trixie not only cheats him out of his gold but also conceals a message that was wired to him by his dying mother. Learning the next day that his mother is dead Denton is infuriated about being cheated and betrayed by Trixie who pretended to be good and other false friends. In his rage he kills Trixie's lover Chip Emmett  and kidnaps her. Dragging her by the hair of her head he takes her into the desert. Enslaving Trixie in his desert hideaway Denton turns his back on white civilization. He hates all white men and women and assumes the leadership of a band of Indian and Mexican bandits. Two years later a wagontrain of Mississippi farmers who are lost and dying in the desert appeal to Denton for help. He refuses to assist them. He is secretly visited that night by Mary Jane Garth  an innocent and virtuous young woman among the migrants who bravely confronts the Indians and Mexicans. She pleads their cause and expresses her belief that no white man would refuse to protect a woman in distress. Deeply moved Denton is redeemed. He guides the wagontrain out of the desert and then resumes his wanderings.	western	1916.0	The Aryan	American	353
As described in a film magazine Cheyenne Harry  one of the cowboys on a ranch in Wyoming falls in love with Helen  his boss's daughter. She decides to elope to the city with Captain Thornton  a wealthy visitor to the ranch from New York. Cheyenne and Helen's father  are downhearted. Cheyenne devastated by the loss of his fiance decides to go to the city to rescue her and finds Thorton giving a dinner party in a hotel about to announce his engagement to Helen. As the dinner progresses Helen discovers the true nature of Thornton and endeavors to escape from him. Cheyenne comes to her rescue and with the assistance of some cowboys clean up the place leaving Cheyenne and Helen reunited.	western	1917.0	Bucking Broadway	American	172
As described in a film magazine Noisy Jim  a British officer is anxious to purchase Cactus Peter the horse belonging to Cheyenne Harry  but Harry refuses to sell. Harry meets Flora Belle  one night at the dance hall. Since its pay day Harry spends all of his money on her and when he runs out she looks around for someone else who still has money to spend. Angered Harry goes out sells Cactus Pete and returns with more money. When he awakens the next day from his drunken stupor and realizes what he has done he is consumed with regret and goes to recover his horse. He steels his horse but is ordered shot for the act. When the fatal hour nears the British officer relents and Harry is allowed to go free.	western	1917.0	Cheyenne's Pal	American	180
As described in a film magazine Silas Martin  a miser marries Marcia Manot  in order to gain possession of a valuable emerald she owns that once belonged to a Norse queen and is now cursed. After the wedding Marcia learns the true side of her husband and realizes that the marriage was a mistake. Silas steals the stone and places Marcia and Guy Sterling  his business partner in a false light in order to get a divorce. Marcia sneaks in one night and discovers that Silas has the stone. She gains possession of it but Silas attempts to regain it. They struggle and Marcia kills him in selfdefense. Sterling is accused of the murder but the evidence clears him and the crime remains a mystery. Sterling marries Marcia and has an expert criminologist investigate the murder. He traces the crime to Marcia and when confronted she confesses. He gives her one month's leave of absence after which she is to turn herself into the law. Marcia returns to her old home and gives the priest the emerald so he can make provision for homeless orphans. She returns and gives herself up to the criminologist. However finding that her good deed has redeemed her the criminologist does not turn her over to the law and she and Sterling are happily reunited.	romance	1917.0	The Devil-Stone	American	288
The setting is the Old West town of Paradise Nevada where a young woman Mercedes Murphy  coowns and operates a combination saloon and dance hall called the Red Hen with her business partner Slick Barney . Her little halfsister Olive Live Sumner  who is crippled lives with her and she makes every effort to protect the child. A tough but goodhearted businesswoman Mercedes shows a tender side at home with Live. Her partner Slick and a cowboy called the Heller  who has a heart of gold are both interested in Live. A reform movement comes to Paradise with the arrival of Reverend Gavin McGregor  who wants to clean up the town and sets up a church next to the saloon and dance hall. Initially Mercedes is opposed to the church and there is immediate antagonism between her and the reverend. He and Mercedes come to respect each other however and she is so impressed by his sermons that she closes down her business. When her little sister is sexually abused Mercedes blames the reverend and is filled with wrath. She begins a vigorous attack on the church and goes gunning for him. But the Heller discovers that it was actually Mercedes' partner Slick who compromised Live's virtue and shoots him dead. After Mercedes learns that it was Slick and not the reverend who betrayed Live she and the reverend become friends. She closes down the saloon and dance hall permanently and prepares to leave town with Live. The reverend then professes his love for her and begs her to stay.	western	1917.0	Golden Rule Kate	American	357
As described in a film magazine Moctezuma  the Aztec king resents the intrusion of the Spanish who have come to convert the Aztecs to Christianity. As Tecza  daughter of the king loves Alvarado  one of the Spanish captains she allows the Spanish soldiers to enter the palace. After a terrific battle she is the only surviving Aztec and the Spanish allow her to depart in peace. Alvarado then comes wooing the last of the Aztecs and wins her.	romance	1917.0	The Woman God Forgot	American	118
When poor old widow Berlingot asks Tyltyl and Mytyl the young son and daughter of her more prosperous neighbors for the loan of their pet bird to cheer up her ill daughter Mytyl selfishly refuses. That night when the children are asleep the fairy Bérylune enters their home in the semblance of Berlingot before transforming into her true beautiful appearance. She insists that the children search for the bluebird of happiness. She gives Tyltyl a magical hat which has the power to show him the insides of things. As a result the souls of fire water light bread sugar and milk becoming personified and their pet dog and cat can now speak with their masters. Before they all set out Bérylune warns the children that their new companions will all perish once their quest is achieved. The fairy then takes them to various places to search. At the Palace of Night the traitorous cat forewarns the Mother of Night having heard the fairy's prediction. The dog saves Tyltyl from one of the dangers of the palace. In a graveyard the dead come alive at midnight and Tyltyl and Mytyl are reunited with their grandmother grandfather and siblings. They receive a blue bird but when they leave it disappears. Next they visit the Palace of Happiness. After seeing various lesser joys and happinesses they are shown the greatest of them all maternal love in the form of their own mother. Finally they are transported to the Kingdom of the Future where children wait to be born including their brother. Nowhere do they find the bluebird. Returning home emptyhanded the children see that the bird has been in a cage in their home the whole time. Mytyl gives the bird to Berlingot. She returns shortly afterward with her daughter now well. However the bird escapes from the daughter's grasp and flies away. Tyltyl comforts the upset neighbor girl then turns to the audience and asks the viewers to search for the bluebird where they are most likely to find it in their own homes.	fantasy	1918.0	The Blue Bird	American	452
Most of the full plot is unknown. In the version available today Holmes  tells his nephews and children about an adventure he had in the woodlands around Slumber Mountain near the Valley of Dreams. He finds the cabin belonging to the late hermit Mad Dick who Holmes's friend Joe once saw carrying a strange telescopelike instrument. That night Holmes searches the cabin and finds the instrument. Upon doing so the ghost of Mad Dick  instructs him to use it to look at the peak of Slumber Mountain. When he does he seemingly looks back into the past seeing a Tyrannosaurus and a Triceratops doing battle. The Tyrannosaurus proves triumphant and after killing the Triceratops breaks the time barrier and begins chasing Holmes. It is then revealed that Holmes dreamed everything. The children then tackle him for thinking of a good tall tale.	fantasy	1918.0	The Ghost of Slumber Mountain	American	187
As described in a film magazine Bess Thurston  whose noaccount brother Jack  is unable to support her obtains employment in a dance hall. This shatters the illusions of Cheyenne Harry  who has fallen in love with her. When he rescues her from the advances of Beau Ross  Cheyenne's confidence in her is restored. Her brother then aids Beau in an attempted robbery and Harry allows them to escape. Beau takes Bess with him into the desert. Harry follows and a duel ensues in which they are both wounded. Bess rides the only horse left out of the desert while Beau and Harry struggle along on foot. A sandstorm results in the death of Beau but Harry lives to find happiness with Bess.	western	1918.0	Hell Bent	American	168
As described in a film magazine Alva Leigh  having been sent for by her fiance arrives in the west only to find him dead. She is determined to find his slayer and is assisted in her search by Dick Randall . Duncan owner of a dance hall is anxious to get Alva under his power and leads her to believe that Dick killed her sweetheart. Dick in love with Alva has prepared to cross the desert to record a deed to a mine that was owned by him and Alva's late sweetheart. In revenge Alva cuts holes in Dick's canteens and allows the water to leak out. After Dick has been gone several hours Alva learns that he is innocent so she rushes out in the desert after him. After traveling several miles she fall exhausted only to be rescued by Dick. He forgives her and they have a happy reunion.	western	1918.0	Revenge	American	191
As described in a film magazine Kaintuck Ridge  refused admission to the local militia to fight on the side of Union in the American Civil War joins a gang of marauders and at the end of the conflict finds himself a fugitive with a price on his head. He goes west and becomes a bandit. Marley Calvert  who kept Kaintuck out of the army also goes west and takes up mining. Betty Calvert  is taken captive when Kaintuck holds up a stage coach. His hatred for the Calverts is overcome by his admiration for Molly  and later when her honor is attacked by a former suitor he defends her and wins her love.	western	1918.0	The Scarlet Drop	American	157
